Date,Country,Recovered
2020-02-05,Ecuador,0
2020-02-05,Egypt,0
2020-02-05,El Salvador,0
2020-02-05,Equatorial Guinea,0
2020-02-05,Eritrea,0
2020-02-05,Estonia,0
2020-02-05,Eswatini,0
2020-02-05,Ethiopia,0
2020-02-05,Fiji,0
2020-02-05,Finland,0
2020-02-05,France,0
2020-02-05,Gabon,0
2020-02-05,Gambia,0
2020-02-05,Georgia,0
2020-02-05,Germany,0
2020-02-05,Ghana,0
2020-02-05,Greece,0
2020-02-05,Grenada,0
2020-02-05,Guatemala,0
2020-02-05,Guinea,0
2020-02-05,Guinea-Bissau,0
2020-02-05,Guyana,0
2020-02-05,Haiti,0
2020-02-05,Holy See,0
2020-02-05,Honduras,0
2020-02-05,Hungary,0
2020-02-05,Iceland,0
2020-02-05,India,0
2020-02-05,Indonesia,0
2020-02-05,Iran,0
2020-02-05,Iraq,0
2020-02-05,Ireland,0
2020-02-05,Israel,0
2020-02-05,Italy,0
2020-02-05,Jamaica,0
2020-02-05,Japan,1
2020-02-05,Jordan,0
2020-02-05,Kazakhstan,0
2020-02-05,Kenya,0
2020-02-05,"Korea, South",0
2020-02-05,Kosovo,0
2020-02-05,Kuwait,0
2020-02-05,Kyrgyzstan,0
2020-02-05,Laos,0
2020-02-05,Latvia,0
2020-02-05,Lebanon,0
2020-02-05,Liberia,0
2020-02-05,Libya,0
2020-02-05,Liechtenstein,0
2020-02-05,Lithuania,0
2020-02-05,Luxembourg,0
2020-02-05,MS Zaandam,0
2020-02-05,Madagascar,0
2020-02-05,Malawi,0
2020-02-05,Malaysia,0
2020-02-05,Maldives,0
2020-02-05,Mali,0
2020-02-05,Malta,0
2020-02-05,Mauritania,0
2020-02-05,Mauritius,0
2020-02-05,Mexico,0
2020-02-05,Moldova,0
2020-02-05,Monaco,0
2020-02-05,Mongolia,0
2020-02-05,Montenegro,0
2020-02-05,Morocco,0
2020-02-05,Mozambique,0
2020-02-05,Namibia,0
2020-02-05,Nepal,0
2020-02-05,Netherlands,0
2020-02-05,New Zealand,0
2020-02-05,Nicaragua,0
2020-02-05,Niger,0
2020-02-05,Nigeria,0
2020-02-05,North Macedonia,0
2020-02-05,Norway,0
2020-02-05,Oman,0
2020-02-05,Pakistan,0
2020-02-05,Panama,0
2020-02-05,Papua New Guinea,0
2020-02-05,Paraguay,0
2020-02-05,Peru,0
2020-02-05,Philippines,0
2020-02-05,Poland,0
2020-02-05,Portugal,0
2020-02-05,Qatar,0
2020-02-05,Romania,0
2020-02-05,Russia,0
2020-02-05,Rwanda,0
2020-02-05,Saint Kitts and Nevis,0
2020-02-05,Saint Lucia,0
2020-02-05,Saint Vincent and the Grenadines,0
2020-02-05,San Marino,0
2020-02-05,Sao Tome and Principe,0
2020-02-05,Saudi Arabia,0
2020-02-05,Senegal,0
2020-02-05,Serbia,0
2020-02-05,Seychelles,0
2020-02-05,Sierra Leone,0
2020-02-05,Singapore,0
2020-02-05,Slovakia,0
2020-02-05,Slovenia,0
2020-02-05,Somalia,0
2020-02-05,South Africa,0
2020-02-05,South Sudan,0
2020-02-05,Spain,0
2020-02-05,Sri Lanka,0
2020-02-05,Sudan,0
2020-02-05,Suriname,0
2020-02-05,Sweden,0
2020-02-05,Switzerland,0
2020-02-05,Syria,0
2020-02-05,Taiwan*,0
2020-02-05,Tajikistan,0
2020-02-05,Tanzania,0
2020-02-05,Thailand,5
2020-02-05,Timor-Leste,0
2020-02-05,Togo,0
2020-02-05,Trinidad and Tobago,0
2020-02-05,Tunisia,0
2020-02-05,Turkey,0
2020-02-05,US,0
2020-02-05,Uganda,0
2020-02-05,Ukraine,0
2020-02-05,United Arab Emirates,0
2020-02-05,United Kingdom,0
2020-02-05,Uruguay,0
2020-02-05,Uzbekistan,0
2020-02-05,Venezuela,0
2020-02-05,Vietnam,1
2020-02-05,West Bank and Gaza,0
2020-02-05,Western Sahara,0
2020-02-05,Yemen,0
2020-02-05,Zambia,0
2020-02-05,Zimbabwe,0
2020-02-06,Afghanistan,0
2020-02-06,Albania,0
2020-02-06,Algeria,0
2020-02-06,Andorra,0
2020-02-06,Angola,0
2020-02-06,Antigua and Barbuda,0
2020-02-06,Argentina,0
2020-02-06,Armenia,0
2020-02-06,Australia,2
2020-02-06,Austria,0
2020-02-06,Azerbaijan,0
2020-02-06,Bahamas,0
2020-02-06,Bahrain,0
2020-02-06,Bangladesh,0
2020-02-06,Barbados,0
2020-02-06,Belarus,0
2020-02-06,Belgium,0
2020-02-06,Belize,0
2020-02-06,Benin,0
2020-02-06,Bhutan,0
2020-02-06,Bolivia,0
2020-02-06,Bosnia and Herzegovina,0
2020-02-06,Botswana,0
2020-02-06,Brazil,0
2020-02-06,Brunei,0
2020-02-06,Bulgaria,0
2020-02-06,Burkina Faso,0
2020-02-06,Burma,0
2020-02-06,Burundi,0
2020-02-06,Cabo Verde,0
2020-02-06,Cambodia,0
2020-02-06,Cameroon,0
2020-02-06,Canada,0
2020-02-06,Central African Republic,0
2020-02-06,Chad,0
2020-02-06,Chile,0
2020-02-06,China,817
2020-02-06,Colombia,0
2020-02-06,Comoros,0
2020-02-06,Congo (Brazzaville),0
2020-02-06,Congo (Kinshasa),0
2020-02-06,Costa Rica,0
2020-02-06,Cote d'Ivoire,0
2020-02-06,Croatia,0
2020-02-06,Cuba,0
2020-02-06,Cyprus,0
2020-02-06,Czechia,0
2020-02-06,Denmark,0
2020-02-06,Diamond Princess,0
2020-02-06,Djibouti,0
2020-02-06,Dominica,0
2020-02-06,Dominican Republic,0
2020-02-06,Ecuador,0
2020-02-06,Egypt,0
2020-02-06,El Salvador,0
2020-02-06,Equatorial Guinea,0
2020-02-06,Eritrea,0
2020-02-06,Estonia,0
2020-02-06,Eswatini,0
2020-02-06,Ethiopia,0
2020-02-06,Fiji,0
2020-02-06,Finland,0
2020-02-06,France,0
2020-02-06,Gabon,0
2020-02-06,Gambia,0
2020-02-06,Georgia,0
2020-02-06,Germany,0
2020-02-06,Ghana,0
2020-02-06,Greece,0
2020-02-06,Grenada,0
2020-02-06,Guatemala,0
2020-02-06,Guinea,0
2020-02-06,Guinea-Bissau,0
2020-02-06,Guyana,0
2020-02-06,Haiti,0
2020-02-06,Holy See,0
2020-02-06,Honduras,0
2020-02-06,Hungary,0
2020-02-06,Iceland,0
2020-02-06,India,0
2020-02-06,Indonesia,0
2020-02-06,Iran,0
2020-02-06,Iraq,0
2020-02-06,Ireland,0
2020-02-06,Israel,0
2020-02-06,Italy,0
2020-02-06,Jamaica,0
2020-02-06,Japan,1
2020-02-06,Jordan,0
2020-02-06,Kazakhstan,0
2020-02-06,Kenya,0
2020-02-06,"Korea, South",0
2020-02-06,Kosovo,0
2020-02-06,Kuwait,0
2020-02-06,Kyrgyzstan,0
2020-02-06,Laos,0
2020-02-06,Latvia,0
2020-02-06,Lebanon,0
2020-02-06,Liberia,0
2020-02-06,Libya,0
2020-02-06,Liechtenstein,0
2020-02-06,Lithuania,0
2020-02-06,Luxembourg,0
2020-02-06,MS Zaandam,0
2020-02-06,Madagascar,0
2020-02-06,Malawi,0
2020-02-06,Malaysia,0
2020-02-06,Maldives,0
2020-02-06,Mali,0
2020-02-06,Malta,0
2020-02-06,Mauritania,0
2020-02-06,Mauritius,0
2020-02-06,Mexico,0
2020-02-06,Moldova,0
2020-02-06,Monaco,0
2020-02-06,Mongolia,0
2020-02-06,Montenegro,0
2020-02-06,Morocco,0
2020-02-06,Mozambique,0
2020-02-06,Namibia,0
2020-02-06,Nepal,0
2020-02-06,Netherlands,0
2020-02-06,New Zealand,0
2020-02-06,Nicaragua,0
2020-02-06,Niger,0
2020-02-06,Nigeria,0
2020-02-06,North Macedonia,0
2020-02-06,Norway,0
2020-02-06,Oman,0
2020-02-06,Pakistan,0
2020-02-06,Panama,0
2020-02-06,Papua New Guinea,0
2020-02-06,Paraguay,0
2020-02-06,Peru,0
2020-02-06,Philippines,0
2020-02-06,Poland,0
2020-02-06,Portugal,0
2020-02-06,Qatar,0
2020-02-06,Romania,0
2020-02-06,Russia,0
2020-02-06,Rwanda,0
2020-02-06,Saint Kitts and Nevis,0
2020-02-06,Saint Lucia,0
2020-02-06,Saint Vincent and the Grenadines,0
2020-02-06,San Marino,0
2020-02-06,Sao Tome and Principe,0
2020-02-06,Saudi Arabia,0
2020-02-06,Senegal,0
2020-02-06,Serbia,0
2020-02-06,Seychelles,0
2020-02-06,Sierra Leone,0
2020-02-06,Singapore,0
2020-02-06,Slovakia,0
2020-02-06,Slovenia,0
2020-02-06,Somalia,0
2020-02-06,South Africa,0
2020-02-06,South Sudan,0
2020-02-06,Spain,0
2020-02-06,Sri Lanka,0
2020-02-06,Sudan,0
2020-02-06,Suriname,0
2020-02-06,Sweden,0
2020-02-06,Switzerland,0
2020-02-06,Syria,0
2020-02-06,Taiwan*,1
2020-02-06,Tajikistan,0
2020-02-06,Tanzania,0
2020-02-06,Thailand,5
2020-02-06,Timor-Leste,0
2020-02-06,Togo,0
2020-02-06,Trinidad and Tobago,0
2020-02-06,Tunisia,0
2020-02-06,Turkey,0
2020-02-06,US,0
2020-02-06,Uganda,0
2020-02-06,Ukraine,0
2020-02-06,United Arab Emirates,0
2020-02-06,United Kingdom,0
2020-02-06,Uruguay,0
2020-02-06,Uzbekistan,0
2020-02-06,Venezuela,0
2020-02-06,Vietnam,1
2020-02-06,West Bank and Gaza,0
2020-02-06,Western Sahara,0
2020-02-06,Yemen,0
2020-02-06,Zambia,0
2020-02-06,Zimbabwe,0
2020-02-07,Afghanistan,0
2020-02-07,Albania,0
2020-02-07,Algeria,0
2020-02-07,Andorra,0
2020-02-07,Angola,0
2020-02-07,Antigua and Barbuda,0
2020-02-07,Argentina,0
2020-02-07,Armenia,0
2020-02-07,Australia,2
2020-02-07,Austria,0
2020-02-07,Azerbaijan,0
2020-02-07,Bahamas,0
2020-02-07,Bahrain,0
2020-02-07,Bangladesh,0
2020-02-07,Barbados,0
2020-02-07,Belarus,0
2020-02-07,Belgium,0
2020-02-07,Belize,0
2020-02-07,Benin,0
2020-02-07,Bhutan,0
2020-02-07,Bolivia,0
2020-02-07,Bosnia and Herzegovina,0
2020-02-07,Botswana,0
2020-02-07,Brazil,0
2020-02-07,Brunei,0
2020-02-07,Bulgaria,0
2020-02-07,Burkina Faso,0
2020-02-07,Burma,0
2020-02-07,Burundi,0
2020-02-07,Cabo Verde,0
2020-02-07,Cambodia,0
2020-02-07,Cameroon,0
2020-02-07,Canada,0
2020-02-07,Central African Republic,0
2020-02-07,Chad,0
2020-02-07,Chile,0
2020-02-07,China,1115
2020-02-07,Colombia,0
2020-02-07,Comoros,0
2020-02-07,Congo (Brazzaville),0
2020-02-07,Congo (Kinshasa),0
2020-02-07,Costa Rica,0
2020-02-07,Cote d'Ivoire,0
2020-02-07,Croatia,0
2020-02-07,Cuba,0
2020-02-07,Cyprus,0
2020-02-07,Czechia,0
2020-02-07,Denmark,0
2020-02-07,Diamond Princess,0
2020-02-07,Djibouti,0
2020-02-07,Dominica,0
2020-02-07,Dominican Republic,0
2020-02-07,Ecuador,0
2020-02-07,Egypt,0
2020-02-07,El Salvador,0
2020-02-07,Equatorial Guinea,0
2020-02-07,Eritrea,0
2020-02-07,Estonia,0
2020-02-07,Eswatini,0
2020-02-07,Ethiopia,0
2020-02-07,Fiji,0
2020-02-07,Finland,0
2020-02-07,France,0
2020-02-07,Gabon,0
2020-02-07,Gambia,0
2020-02-07,Georgia,0
2020-02-07,Germany,0
2020-02-07,Ghana,0
2020-02-07,Greece,0
2020-02-07,Grenada,0
2020-02-07,Guatemala,0
2020-02-07,Guinea,0
2020-02-07,Guinea-Bissau,0
2020-02-07,Guyana,0
2020-02-07,Haiti,0
2020-02-07,Holy See,0
2020-02-07,Honduras,0
2020-02-07,Hungary,0
2020-02-07,Iceland,0
2020-02-07,India,0
2020-02-07,Indonesia,0
2020-02-07,Iran,0
2020-02-07,Iraq,0
2020-02-07,Ireland,0
2020-02-07,Israel,0
2020-02-07,Italy,0
2020-02-07,Jamaica,0
2020-02-07,Japan,1
2020-02-07,Jordan,0
2020-02-07,Kazakhstan,0
2020-02-07,Kenya,0
2020-02-07,"Korea, South",1
2020-02-07,Kosovo,0
2020-02-07,Kuwait,0
2020-02-07,Kyrgyzstan,0
2020-02-07,Laos,0
2020-02-07,Latvia,0
2020-02-07,Lebanon,0
2020-02-07,Liberia,0
2020-02-07,Libya,0
2020-02-07,Liechtenstein,0
2020-02-07,Lithuania,0
2020-02-07,Luxembourg,0
2020-02-07,MS Zaandam,0
2020-02-07,Madagascar,0
2020-02-07,Malawi,0
2020-02-07,Malaysia,1
2020-02-07,Maldives,0
2020-02-07,Mali,0
2020-02-07,Malta,0
2020-02-07,Mauritania,0
2020-02-07,Mauritius,0
2020-02-07,Mexico,0
2020-02-07,Moldova,0
2020-02-07,Monaco,0
2020-02-07,Mongolia,0
2020-02-07,Montenegro,0
2020-02-07,Morocco,0
2020-02-07,Mozambique,0
2020-02-07,Namibia,0
2020-02-07,Nepal,0
2020-02-07,Netherlands,0
2020-02-07,New Zealand,0
2020-02-07,Nicaragua,0
2020-02-07,Niger,0
2020-02-07,Nigeria,0
2020-02-07,North Macedonia,0
2020-02-07,Norway,0
2020-02-07,Oman,0
2020-02-07,Pakistan,0
2020-02-07,Panama,0
2020-02-07,Papua New Guinea,0
2020-02-07,Paraguay,0
2020-02-07,Peru,0
2020-02-07,Philippines,0
2020-02-07,Poland,0
2020-02-07,Portugal,0
2020-02-07,Qatar,0
2020-02-07,Romania,0
2020-02-07,Russia,0
2020-02-07,Rwanda,0
2020-02-07,Saint Kitts and Nevis,0
2020-02-07,Saint Lucia,0
2020-02-07,Saint Vincent and the Grenadines,0
2020-02-07,San Marino,0
2020-02-07,Sao Tome and Principe,0
2020-02-07,Saudi Arabia,0
2020-02-07,Senegal,0
2020-02-07,Serbia,0
2020-02-07,Seychelles,0
2020-02-07,Sierra Leone,0
2020-02-07,Singapore,0
2020-02-07,Slovakia,0
2020-02-07,Slovenia,0
2020-02-07,Somalia,0
2020-02-07,South Africa,0
2020-02-07,South Sudan,0
2020-02-07,Spain,0
2020-02-07,Sri Lanka,0
2020-02-07,Sudan,0
2020-02-07,Suriname,0
2020-02-07,Sweden,0
2020-02-07,Switzerland,0
2020-02-07,Syria,0
2020-02-07,Taiwan*,1
2020-02-07,Tajikistan,0
2020-02-07,Tanzania,0
2020-02-07,Thailand,5
2020-02-07,Timor-Leste,0
2020-02-07,Togo,0
2020-02-07,Trinidad and Tobago,0
2020-02-07,Tunisia,0
2020-02-07,Turkey,0
2020-02-07,US,0
2020-02-07,Uganda,0
2020-02-07,Ukraine,0
2020-02-07,United Arab Emirates,0
2020-02-07,United Kingdom,0
2020-02-07,Uruguay,0
2020-02-07,Uzbekistan,0
2020-02-07,Venezuela,0
2020-02-07,Vietnam,1
2020-02-07,West Bank and Gaza,0
2020-02-07,Western Sahara,0
2020-02-07,Yemen,0
2020-02-07,Zambia,0
2020-02-07,Zimbabwe,0
2020-02-08,Afghanistan,0
2020-02-08,Albania,0
2020-02-08,Algeria,0
2020-02-08,Andorra,0
2020-02-08,Angola,0
2020-02-08,Antigua and Barbuda,0
2020-02-08,Argentina,0
2020-02-08,Armenia,0
2020-02-08,Australia,2
2020-02-08,Austria,0
2020-02-08,Azerbaijan,0
2020-02-08,Bahamas,0
2020-02-08,Bahrain,0
2020-02-08,Bangladesh,0
2020-02-08,Barbados,0
2020-02-08,Belarus,0
2020-02-08,Belgium,0
2020-02-08,Belize,0
2020-02-08,Benin,0
2020-02-08,Bhutan,0
2020-02-08,Bolivia,0
2020-02-08,Bosnia and Herzegovina,0
2020-02-08,Botswana,0
2020-02-08,Brazil,0
2020-02-08,Brunei,0
2020-02-08,Bulgaria,0
2020-02-08,Burkina Faso,0
2020-02-08,Burma,0
2020-02-08,Burundi,0
2020-02-08,Cabo Verde,0
2020-02-08,Cambodia,0
2020-02-08,Cameroon,0
2020-02-08,Canada,0
2020-02-08,Central African Republic,0
2020-02-08,Chad,0
2020-02-08,Chile,0
2020-02-08,China,1439
2020-02-08,Colombia,0
2020-02-08,Comoros,0
2020-02-08,Congo (Brazzaville),0
2020-02-08,Congo (Kinshasa),0
2020-02-08,Costa Rica,0
2020-02-08,Cote d'Ivoire,0
2020-02-08,Croatia,0
2020-02-08,Cuba,0
2020-02-08,Cyprus,0
2020-02-08,Czechia,0
2020-02-08,Denmark,0
2020-02-08,Diamond Princess,0
2020-02-08,Djibouti,0
2020-02-08,Dominica,0
2020-02-08,Dominican Republic,0
2020-02-08,Ecuador,0
2020-02-08,Egypt,0
2020-02-08,El Salvador,0
2020-02-08,Equatorial Guinea,0
2020-02-08,Eritrea,0
2020-02-08,Estonia,0
2020-02-08,Eswatini,0
2020-02-08,Ethiopia,0
2020-02-08,Fiji,0
2020-02-08,Finland,0
2020-02-08,France,0
2020-02-08,Gabon,0
2020-02-08,Gambia,0
2020-02-08,Georgia,0
2020-02-08,Germany,0
2020-02-08,Ghana,0
2020-02-08,Greece,0
2020-02-08,Grenada,0
2020-02-08,Guatemala,0
2020-02-08,Guinea,0
2020-02-08,Guinea-Bissau,0
2020-02-08,Guyana,0
2020-02-08,Haiti,0
2020-02-08,Holy See,0
2020-02-08,Honduras,0
2020-02-08,Hungary,0
2020-02-08,Iceland,0
2020-02-08,India,0
2020-02-08,Indonesia,0
2020-02-08,Iran,0
2020-02-08,Iraq,0
2020-02-08,Ireland,0
2020-02-08,Israel,0
2020-02-08,Italy,0
2020-02-08,Jamaica,0
2020-02-08,Japan,1
2020-02-08,Jordan,0
2020-02-08,Kazakhstan,0
2020-02-08,Kenya,0
2020-02-08,"Korea, South",1
2020-02-08,Kosovo,0
2020-02-08,Kuwait,0
2020-02-08,Kyrgyzstan,0
2020-02-08,Laos,0
2020-02-08,Latvia,0
2020-02-08,Lebanon,0
2020-02-08,Liberia,0
2020-02-08,Libya,0
2020-02-08,Liechtenstein,0
2020-02-08,Lithuania,0
2020-02-08,Luxembourg,0
2020-02-08,MS Zaandam,0
2020-02-08,Madagascar,0
2020-02-08,Malawi,0
2020-02-08,Malaysia,1
2020-02-08,Maldives,0
2020-02-08,Mali,0
2020-02-08,Malta,0
2020-02-08,Mauritania,0
2020-02-08,Mauritius,0
2020-02-08,Mexico,0
2020-02-08,Moldova,0
2020-02-08,Monaco,0
2020-02-08,Mongolia,0
2020-02-08,Montenegro,0
2020-02-08,Morocco,0
2020-02-08,Mozambique,0
2020-02-08,Namibia,0
2020-02-08,Nepal,0
2020-02-08,Netherlands,0
2020-02-08,New Zealand,0
2020-02-08,Nicaragua,0
2020-02-08,Niger,0
2020-02-08,Nigeria,0
2020-02-08,North Macedonia,0
2020-02-08,Norway,0
2020-02-08,Oman,0
2020-02-08,Pakistan,0
2020-02-08,Panama,0
2020-02-08,Papua New Guinea,0
2020-02-08,Paraguay,0
2020-02-08,Peru,0
2020-02-08,Philippines,0
2020-02-08,Poland,0
2020-02-08,Portugal,0
2020-02-08,Qatar,0
2020-02-08,Romania,0
2020-02-08,Russia,0
2020-02-08,Rwanda,0
2020-02-08,Saint Kitts and Nevis,0
2020-02-08,Saint Lucia,0
2020-02-08,Saint Vincent and the Grenadines,0
2020-02-08,San Marino,0
2020-02-08,Sao Tome and Principe,0
2020-02-08,Saudi Arabia,0
2020-02-08,Senegal,0
2020-02-08,Serbia,0
2020-02-08,Seychelles,0
2020-02-08,Sierra Leone,0
2020-02-08,Singapore,2
2020-02-08,Slovakia,0
2020-02-08,Slovenia,0
2020-02-08,Somalia,0
2020-02-08,South Africa,0
2020-02-08,South Sudan,0
2020-02-08,Spain,0
2020-02-08,Sri Lanka,1
2020-02-08,Sudan,0
2020-02-08,Suriname,0
2020-02-08,Sweden,0
2020-02-08,Switzerland,0
2020-02-08,Syria,0
2020-02-08,Taiwan*,1
2020-02-08,Tajikistan,0
2020-02-08,Tanzania,0
2020-02-08,Thailand,10
2020-02-08,Timor-Leste,0
2020-02-08,Togo,0
2020-02-08,Trinidad and Tobago,0
2020-02-08,Tunisia,0
2020-02-08,Turkey,0
2020-02-08,US,0
2020-02-08,Uganda,0
2020-02-08,Ukraine,0
2020-02-08,United Arab Emirates,0
2020-02-08,United Kingdom,0
2020-02-08,Uruguay,0
2020-02-08,Uzbekistan,0
2020-02-08,Venezuela,0
2020-02-08,Vietnam,1
2020-02-08,West Bank and Gaza,0
2020-02-08,Western Sahara,0
2020-02-08,Yemen,0
2020-02-08,Zambia,0
2020-02-08,Zimbabwe,0
2020-02-09,Afghanistan,0
2020-02-09,Albania,0
2020-02-09,Algeria,0
2020-02-09,Andorra,0
2020-02-09,Angola,0
2020-02-09,Antigua and Barbuda,0
2020-02-09,Argentina,0
2020-02-09,Armenia,0
2020-02-09,Australia,2
2020-02-09,Austria,0
2020-02-09,Azerbaijan,0
2020-02-09,Bahamas,0
2020-02-09,Bahrain,0
2020-02-09,Bangladesh,0
2020-02-09,Barbados,0
2020-02-09,Belarus,0
2020-02-09,Belgium,0
2020-02-09,Belize,0
2020-02-09,Benin,0
2020-02-09,Bhutan,0
2020-02-09,Bolivia,0
2020-02-09,Bosnia and Herzegovina,0
2020-02-09,Botswana,0
2020-02-09,Brazil,0
2020-02-09,Brunei,0
2020-02-09,Bulgaria,0
2020-02-09,Burkina Faso,0
2020-02-09,Burma,0
2020-02-09,Burundi,0
2020-02-09,Cabo Verde,0
2020-02-09,Cambodia,0
2020-02-09,Cameroon,0
2020-02-09,Canada,0
2020-02-09,Central African Republic,0
2020-02-09,Chad,0
2020-02-09,Chile,0
2020-02-09,China,1795
2020-02-09,Colombia,0
2020-02-09,Comoros,0
2020-02-09,Congo (Brazzaville),0
2020-02-09,Congo (Kinshasa),0
2020-02-09,Costa Rica,0
2020-02-09,Cote d'Ivoire,0
2020-02-09,Croatia,0
2020-02-09,Cuba,0
2020-02-09,Cyprus,0
2020-02-09,Czechia,0
2020-02-09,Denmark,0
2020-02-09,Diamond Princess,0
2020-02-09,Djibouti,0
2020-02-09,Dominica,0
2020-02-09,Dominican Republic,0
2020-02-09,Ecuador,0
2020-02-09,Egypt,0
2020-02-09,El Salvador,0
2020-02-09,Equatorial Guinea,0
2020-02-09,Eritrea,0
2020-02-09,Estonia,0
2020-02-09,Eswatini,0
2020-02-09,Ethiopia,0
2020-02-09,Fiji,0
2020-02-09,Finland,0
2020-02-09,France,0
2020-02-09,Gabon,0
2020-02-09,Gambia,0
2020-02-09,Georgia,0
2020-02-09,Germany,0
2020-02-09,Ghana,0
2020-02-09,Greece,0
2020-02-09,Grenada,0
2020-02-09,Guatemala,0
2020-02-09,Guinea,0
2020-02-09,Guinea-Bissau,0
2020-02-09,Guyana,0
2020-02-09,Haiti,0
2020-02-09,Holy See,0
2020-02-09,Honduras,0
2020-02-09,Hungary,0
2020-02-09,Iceland,0
2020-02-09,India,0
2020-02-09,Indonesia,0
2020-02-09,Iran,0
2020-02-09,Iraq,0
2020-02-09,Ireland,0
2020-02-09,Israel,0
2020-02-09,Italy,0
2020-02-09,Jamaica,0
2020-02-09,Japan,1
2020-02-09,Jordan,0
2020-02-09,Kazakhstan,0
2020-02-09,Kenya,0
2020-02-09,"Korea, South",3
2020-02-09,Kosovo,0
2020-02-09,Kuwait,0
2020-02-09,Kyrgyzstan,0
2020-02-09,Laos,0
2020-02-09,Latvia,0
2020-02-09,Lebanon,0
2020-02-09,Liberia,0
2020-02-09,Libya,0
2020-02-09,Liechtenstein,0
2020-02-09,Lithuania,0
2020-02-09,Luxembourg,0
2020-02-09,MS Zaandam,0
2020-02-09,Madagascar,0
2020-02-09,Malawi,0
2020-02-09,Malaysia,1
2020-02-09,Maldives,0
2020-02-09,Mali,0
2020-02-09,Malta,0
2020-02-09,Mauritania,0
2020-02-09,Mauritius,0
2020-02-09,Mexico,0
2020-02-09,Moldova,0
2020-02-09,Monaco,0
2020-02-09,Mongolia,0
2020-02-09,Montenegro,0
2020-02-09,Morocco,0
2020-02-09,Mozambique,0
2020-02-09,Namibia,0
2020-02-09,Nepal,0
2020-02-09,Netherlands,0
2020-02-09,New Zealand,0
2020-02-09,Nicaragua,0
2020-02-09,Niger,0
2020-02-09,Nigeria,0
2020-02-09,North Macedonia,0
2020-02-09,Norway,0
2020-02-09,Oman,0
2020-02-09,Pakistan,0
2020-02-09,Panama,0
2020-02-09,Papua New Guinea,0
2020-02-09,Paraguay,0
2020-02-09,Peru,0
2020-02-09,Philippines,0
2020-02-09,Poland,0
2020-02-09,Portugal,0
2020-02-09,Qatar,0
2020-02-09,Romania,0
2020-02-09,Russia,0
2020-02-09,Rwanda,0
2020-02-09,Saint Kitts and Nevis,0
2020-02-09,Saint Lucia,0
2020-02-09,Saint Vincent and the Grenadines,0
2020-02-09,San Marino,0
2020-02-09,Sao Tome and Principe,0
2020-02-09,Saudi Arabia,0
2020-02-09,Senegal,0
2020-02-09,Serbia,0
2020-02-09,Seychelles,0
2020-02-09,Sierra Leone,0
2020-02-09,Singapore,2
2020-02-09,Slovakia,0
2020-02-09,Slovenia,0
2020-02-09,Somalia,0
2020-02-09,South Africa,0
2020-02-09,South Sudan,0
2020-02-09,Spain,0
2020-02-09,Sri Lanka,1
2020-02-09,Sudan,0
2020-02-09,Suriname,0
2020-02-09,Sweden,0
2020-02-09,Switzerland,0
2020-02-09,Syria,0
2020-02-09,Taiwan*,1
2020-02-09,Tajikistan,0
2020-02-09,Tanzania,0
2020-02-09,Thailand,10
2020-02-09,Timor-Leste,0
2020-02-09,Togo,0
2020-02-09,Trinidad and Tobago,0
2020-02-09,Tunisia,0
2020-02-09,Turkey,0
2020-02-09,US,3
2020-02-09,Uganda,0
2020-02-09,Ukraine,0
2020-02-09,United Arab Emirates,0
2020-02-09,United Kingdom,0
2020-02-09,Uruguay,0
2020-02-09,Uzbekistan,0
2020-02-09,Venezuela,0
2020-02-09,Vietnam,1
2020-02-09,West Bank and Gaza,0
2020-02-09,Western Sahara,0
2020-02-09,Yemen,0
2020-02-09,Zambia,0
2020-02-09,Zimbabwe,0
2020-02-10,Afghanistan,0
2020-02-10,Albania,0
2020-02-10,Algeria,0
2020-02-10,Andorra,0
2020-02-10,Angola,0
2020-02-10,Antigua and Barbuda,0
2020-02-10,Argentina,0
2020-02-10,Armenia,0
2020-02-10,Australia,2
2020-02-10,Austria,0
2020-02-10,Azerbaijan,0
2020-02-10,Bahamas,0
2020-02-10,Bahrain,0
2020-02-10,Bangladesh,0
2020-02-10,Barbados,0
2020-02-10,Belarus,0
2020-02-10,Belgium,0
2020-02-10,Belize,0
2020-02-10,Benin,0
2020-02-10,Bhutan,0
2020-02-10,Bolivia,0
2020-02-10,Bosnia and Herzegovina,0
2020-02-10,Botswana,0
2020-02-10,Brazil,0
2020-02-10,Brunei,0
2020-02-10,Bulgaria,0
2020-02-10,Burkina Faso,0
2020-02-10,Burma,0
2020-02-10,Burundi,0
2020-02-10,Cabo Verde,0
2020-02-10,Cambodia,0
2020-02-10,Cameroon,0
2020-02-10,Canada,0
2020-02-10,Central African Republic,0
2020-02-10,Chad,0
2020-02-10,Chile,0
2020-02-10,China,2222
2020-02-10,Colombia,0
2020-02-10,Comoros,0
2020-02-10,Congo (Brazzaville),0
2020-02-10,Congo (Kinshasa),0
2020-02-10,Costa Rica,0
2020-02-10,Cote d'Ivoire,0
2020-02-10,Croatia,0
2020-02-10,Cuba,0
2020-02-10,Cyprus,0
2020-02-10,Czechia,0
2020-02-10,Denmark,0
2020-02-10,Diamond Princess,0
2020-02-10,Djibouti,0
2020-02-10,Dominica,0
2020-02-10,Dominican Republic,0
2020-02-10,Ecuador,0
2020-02-10,Egypt,0
2020-02-10,El Salvador,0
2020-02-10,Equatorial Guinea,0
2020-02-10,Eritrea,0
