,USER,LOCATION,CREATED,TWEET,FAVCOUNT,COORDS,FOLLOWERS
8006,@fremont1963,JAMUNDI,2020-04-11 01:33:59,"@la_cacica1111 @DiegoFi27933574 @petrogustavo Exacto . Lo mismo escribí hoy yo . Esa es la estrategia , saldrá hablando mal del sistema de salud colombiano y a los cuatro vientos saldrá a decir que la santería cubana lo ha salvado .",0,,316
8138,@HulkOrtiz88,IBAGUE,2020-04-11 01:34:02,"Nadie debería alegrarse por la enfermedad de otro, por más enemistad, confrontación o discrepancias que haya. Menos en estos tiempos de pandemia en los que todos somos “presa fácil” para el Coronavirus. ¡Recupérate @petrogustavo! (A.D.L.E)",0,,57
8170,@39269_,MEDELLIN,2020-04-11 01:34:02,¿Será que yo sí salgo viva de esta pandemia? Yo creo que no.,0,,5668
8297,@luisyepesb,MEDELLIN,2020-04-11 01:34:05,"Que tal esta cuarentena en los ochenta, sin internet, con dos canales de TV y sin control remoto...",0,,16793
8375,@EDDIE8610,BOGOTA,2020-04-11 01:34:07,#Ibagué,0,,298
8514,@SharonM27752528,BOGOTA,2020-04-11 01:34:10,"Bueno, y dónde está mi mejor amigo chimba, que me copee en todo, me ame, me cuide como si fuera su niña chiquita, que sea mi fuerte en mis peores momentos?",0,,103
8602,@180dgrsmedellin,MEDELLIN,2020-04-11 01:34:11,#catlover #cuarentena #quarantine https://t.co/HtPSASay4y,0,,25
8685,@Pau_Morrison,CALI,2020-04-11 01:34:13,@WilsonP81684382 @petrogustavo ☝️,0,,273
8833,@HarryE29,COLOMBIA,2020-04-11 01:34:16,"Este año llegó con nuevos desafíos y sueños.  Han sido 100 días de retos, enseñanzas y sobre todo, de ganas por hacer la diferencia. Me siento honrado de hacer parte del equipo que lidera @sarag12.  Vamos que vamos 💪🏼",0,,594
8841,@Luperez04,COLOMBIA,2020-04-11 01:34:16,Filosofía...drama...cuarentena.  #cuarentenamood #coronavirus https://t.co/2hRaANmklS,0,,523
8843,@gustavbeltr,MEDELLIN,2020-04-11 01:34:16,La OMS destruye las falsas noticias sobre Venezuela en un solo cuadro. Atención farsantes de la Derecha: TEST COVID19 /9Abr. 🇻🇪Venezuela ha realizado el doble de las pruebas de Brasil y Chile. Tres veces más que Perú Cuatro veces más que Colombia  Siete veces más que Ecuador https://t.co/BwM7JXwUNd,0,,30
8883,@Rosaurita07,MONTERIA,2020-04-11 01:34:17,Señor perdónalos porque no saben lo que hacen ✝️🙏🏼,0,,471
8888,@DianitaVasquez,CALI,2020-04-11 01:34:17,Semana Santa Normal / Semana Santa en Cuarentena. https://t.co/jqrVVJzlgn,0,,76
8890,@WalterBuitrago7,BOGOTA,2020-04-11 01:34:17,La tierra  respira 👌👌👌,0,,202
8893,@LaFonoaudioloca,MEDELLIN,2020-04-11 01:34:17,"@Wilmarbarreram Jajajajaja un poco ortodoxa, pero ajá.",0,,1105
8905,@Dalbert_Bernal,CALI,2020-04-11 01:34:17,@InfraesCali @AlcaldiaDeCali @JorgeIvanOspina @JamesAgudeloA Porque no aprovechan la cuarentena. Y terminan esa cochinada de vía CALI-CANDELARIA... Y EL PUENTE.... !!!,0,,52
8913,@JairoRuiz1968,BOGOTA,2020-04-11 01:34:17,Si es cierto? Porque yo si decía que mientras el alcalde sea de las entrañas de Peñalosa bogota estaba jodida.lastima por Angélica Lozano la creía más honesta,0,,99
8978,@ErikaSn55230599,PRADERA,2020-04-11 01:34:19,Te lo juro que no puedo contener mis ganas de estar con vos,0,,170
8999,@j_chaustre,COLOMBIA,2020-04-11 01:34:19,Les valoro su fuerza para arreglarse divina/os y maquillarse en cuarentena. Yo llevo casi 20 días sin arreglo.,0,,528
9121,@DrummerPalacio,MONTERIA,2020-04-11 01:34:21,https://t.co/KfSy2hjd37,0,,16
9123,@angellrive,BOGOTA,2020-04-11 01:34:21,Más de uno está igual Jajajajaja   Definitivamente este man la saca del estadio 🤣🤣🤣 @MarkomusicaVzla https://t.co/TRPC1KzkjR,0,,9237
9133,@gloriainespp,BOGOTA,2020-04-11 01:34:22,"#NUEVAEPSCuidaTuSalud I Recuerda que la población más vulnerable en está pandemia, son los adultos mayores. El cuidado de ellos es asunto de todos. https://t.co/U7n7jzb8YJ",0,,817
9321,@Almaylocura,BOGOTA,2020-04-11 01:34:25,Tengo el gato más bello del planeta https://t.co/SO70rhBpdx,0,,709
9364,@alejabetancur51,ANTIOQUIA,2020-04-11 01:34:27,Historia de terror en cuarentena: que el computador no aguante el rigor y me deje tirada ☠️👻.,0,,92
9383,@elvincentdupont,BOGOTA,2020-04-11 01:34:27,Eso de sentirse impotente ¿es por la cuarentena?,0,,32724
9398,@Santiagoperil12,BOGOTA,2020-04-11 01:34:27,Need alguien así 😫.,0,,36
9454,@HumoEscarlata2,CALI,2020-04-11 01:34:28,"Nuestra cuarentona, digo cuarentena. https://t.co/wU8TQ0Rqm0",0,,17981
9523,@ElianValencia6,BARRANCABERMEJA,2020-04-11 01:34:30,@natalia_cortin8 Repitis,0,,56
9556,@KARANDREZ,BOGOTA,2020-04-11 01:34:30,"Se reirán de mí, pero les voy a decir esto: Vendrá un tiempo en que extrañaremos *algunas* cosas de esta cuarentena. #SeTeniaQueDecirYseDijo",0,,1018
9566,@sad_yayo,TUNJA,2020-04-11 01:34:30,"Damn, violet evergarden es re lesbiana, por qué no me había dado cuenta de eso? She's bi culture https://t.co/K3cdThEOUq",0,,68
9584,@PaoCV_,COLOMBIA,2020-04-11 01:34:31,"""Un kilo de avena vale 14 mil pesos, según el contrato 041 de 2020 firmado entre la Alcaldía de Manaure y Gonzalo Vangrieken Márquez para entregar mercados a familias Wayuu por el COVID19"". Informa @ArmandoWayuu https://t.co/O98mqwduDm",0,,165
9606,@Aleejandro_MV,BOGOTA,2020-04-11 01:34:31,"Last week, I published this op-ed @devex. Humbled to see it referenced by #globalsurgery giants (@MrsMaswime @BruceBiccard et al) albeit equally grim:  ""Africa and its people will be paying  the price for the USA and UK’s lack of investment in their own""  https://t.co/5A3HTlLDtE",0,,124
9636,@liberta32678770,CUCUTA,2020-04-11 01:34:32,"O sea que Gustavo Petro enfermito, todos estos días sacaba alientos de su amor al pueblo para estudiar cómo evolucionaba la pandemia y presionar para que se tomaran buenas decisiones, pero no faltaba el que creía que estaba ""politizando"" o ""acercándose"" a la derecha.",0,,1071
9691,@Andreita_diazc,COLOMBIA,2020-04-11 01:34:33,"Capitulo 93 de amor bravío, vamos bien en esta cuarentena eh🤣",0,,990
9712,@SandinoVictoria,COLOMBIA,2020-04-11 01:34:34,#PutumayoNoEstaSolo,0,,33340
9799,@garrafin,COLOMBIA,2020-04-11 01:34:35,"Soy covid 19 positivo, me tomé el examen nuevamente porque ayer cumplía mi cuarentena de 14 días desde que me tomé mi primer examen y sigo estando positiva. 19 días después de que empecé con los sintomas. Este virus dura más de lo que se cree, cuidense mucho porfavor! 🙏🏽",0,,317
9856,@CanoWcz,MEDELLIN,2020-04-11 01:34:36,"Hola, te envío nuestra rendición de cuentas durante esta cuarentena. Agradezco tus comentarios.   Muchas bendiciones.  Tu amigo EDR https://t.co/MswbrO8wE5",0,,833
9934,@kdhez,COLOMBIA,2020-04-11 01:34:38,"El virus #COVIDー19, de la familia de los #coronavirus pudo demostrar en tan poco tiempo (3meses) que nada estaba bien... Que el ""orden"" impuesto por la élite no es la respuesta, y que invertir en la salud es mejor que en la guerra.  No más delirios de ser omnipotente.",0,,1645
9963,@andreacmc_,COLOMBIA,2020-04-11 01:34:39,"Tengo mucha rabia con mi papá, la verdad estoy a un centímetro de largarme de la casa en plena pandemia.",0,,921
10103,@NataliaBaquero,BOGOTA,2020-04-11 01:34:41,Cristina Fernández guardó rigurosa cuarentena de 14 días tras su regreso a Argentina procedente de Cuba en marzo pasado. La Vicepresidenta había recibido críticas por su ausencia en el espacio público durante la contingencia COVID 19 en el país austral,0,,2320
10193,@QwertySebastian,BOGOTA,2020-04-11 01:34:43,¿Cómo van con sus familiares atravesados? ¿Ya se pelearon en esta cuarentena? Por aquí ya no nos aguantamos.,0,,132
10223,@ronnydddj,CALI,2020-04-11 01:34:44,Ultraortodoxos israelíes contra la cuarentena  Los intentos de la Policía de Israel de hacer cumplir las órdenes de cuarentena en diferentes barrios de judíos ultraortodoxos provocan enfrentamientos con multitudes enfurecidas. https://t.co/S6xiZucIjC,0,,28
10229,@_VisaG_JDaBeat_,BOGOTA,2020-04-11 01:34:44,"🇮🇪 Nacionalizaron la Salud 🇰🇷 Diagnósticos tempranos masivos 🇨🇳 Construcción d 🏥 🇨🇺 Misiones médicas 🇨🇴 Una sola máquina para pruebas, plata pública a los bancos y médicos usando bolsas d basura como dotación contra el virus  No se puede tapar el sol con un dedo #DuquePidaAyuda",0,,0
10284,@PAISAJITO,COLOMBIA,2020-04-11 01:34:45,¿Alguien puede creer que en China sólo hayan muerto 3.300 personas tal y como reportan cifras oficiales? ¿Por qué nadie cuestiona al régimen chino?  Algunas fuentes hablan que sólo POR DÍA se cremaban de 3.000 a 5.000 personas en Wuhan.,0,,7950
10573,@Sacal80,BOGOTA,2020-04-11 01:34:50,En cuarentena también se puede dar Gracias en familia 🙏🏻 ❤️#QuedateEnCasa https://t.co/fr0xFOZWF3,0,,100
10590,@Alejandro_rey40,VILLAVICENCIO,2020-04-11 01:34:51,"Productos para el cuidado de tu familia, ¿ya tienes los tuyos? . Ventas por mayor y al detal. . Disponible para entrega inmediata. . Pago y domicilio contra entrega. . Solicita ya celular: 3235035111 .… https://t.co/FeKav3Pllz",0,"{'type': 'Point', 'coordinates': [-73.6205, 4.14]}",45
10670,@oslopego,CALI,2020-04-11 01:34:52,"Nuestra cuarentona, digo cuarentena. https://t.co/wU8TQ0Rqm0",0,,635
10691,@EderDuran8,ARAUCA,2020-04-11 01:34:53,"@JoseHer63743351 @planwac @isleyvarela Vas a gritar lo mismo cuando lo vistan de overol naranja,",0,,144
10854,@AnyGaleano28,CHIRIGUANA,2020-04-11 01:34:57,"Confía, Dios siempre escucha tu oración y Él te responde con hechos y hermosas bendiciones, pues su amor por ti es infinito y su bondad no conoce limite.",0,,618
10861,@Carlosargoted,BARRANQUILLA,2020-04-11 01:34:57,"Acostado en una hamaca, lloviendo y escuchando Aragang: Noche perfecta",0,,454
10944,@litricodepilsen,POPAYAN,2020-04-11 01:34:57,@coquitowo Ike 10 años- 50 minutos ¿??¿??? Eres tú Einstein?,0,,681
10972,@marchdelbarrio,COLOMBIA,2020-04-11 01:34:59,Y estás muy desparchada?  - pues ya descargué el parchís ese.  😐😐😐,0,,3053
11041,@D_Leguizamo,COLOMBIA,2020-04-11 01:35:00,Día # no sé qué putas de cuarentena: quiero una sobredosis de Valevergaminol ¡YA!,0,,196
11081,@johnjotapv,COLOMBIA,2020-04-11 01:35:01,"O sea que Gustavo Petro enfermito, todos estos días sacaba alientos de su amor al pueblo para estudiar cómo evolucionaba la pandemia y presionar para que se tomaran buenas decisiones, pero no faltaba el que creía que estaba ""politizando"" o ""acercándose"" a la derecha.",0,,4070
11102,@DanielZapataGom,MEDELLIN,2020-04-11 01:35:01,"Jejejeje no me gustas, es ma cuarentena... aiuda",0,,329
11114,@charlasamenas63,COLOMBIA,2020-04-11 01:35:01,El virus nos devolvió a la niñez. https://t.co/qDThQx3Y67,0,,1789
11187,@El__Arracadas,BOGOTA,2020-04-11 01:35:03,No me sorprende que el país donde ganó el NO y se idolatra a Uribe sea el mismo país donde se discrimina al personal médico en medio de una pandemia.,0,,8256
11216,@MiguelO9507,MARINILLA,2020-04-11 01:35:04,@gaitan_n Ahhmmm Bueno!!!,0,,16
11257,@juantdec,COLOMBIA,2020-04-11 01:35:04,"En medio de la pandemia, el Barcelona afronta dimisiones en su cúpula https://t.co/MVTYyUkSe1",0,,21
11333,@SanchezTatianaa,COLOMBIA,2020-04-11 01:35:06,"Visitando las 7 iglesias, en misa y luego la procesión💕",0,,1218
11370,@JeanCarmona_,COLOMBIA,2020-04-11 01:35:07,no se que va a ser de mi si esta cuarentena no se acaba mañana @ejpinaca https://t.co/aYJLW9CtIk,0,,1461
11382,@edwinbautistam,BOGOTA,2020-04-11 01:35:07,"Que tal esta cuarentena en los ochenta, sin internet, con dos canales de TV y sin control remoto...",0,,1541
11429,@victorhu2011,COLOMBIA,2020-04-11 01:35:08,@ElGatoArceArce @tiktok_us 😂😂😂😂 muy bueno,0,,14
11622,@Nath_p9,COLOMBIA,2020-04-11 01:35:12,soy yo o la cuarentena nos ha hecho querernos a nosotros mismos 20 veces más?,0,,18
11693,@carlosduartee__,SABANETA,2020-04-11 01:35:13,"Oki Doki Boomer, escúchenla!",0,,38
11797,@Andy_Othero,CALI,2020-04-11 01:35:15,"Amigos, en México nadie les va aplaudir por ayudar a gente enferma. Salgan a las calles sin uniforme, cuídense y denuncien cualquier agresión.   Esta vez tenemos batalla triple: contra una pandemia, contra autoridades ineptas, y contra la estupidez humana.",0,,148
11813,@claudiapaolag_,BOGOTA,2020-04-11 01:35:16,"Tusa en plena cuarentena, no pudo haber sido peor.",0,,438
12002,@tecsolss,BOGOTA,2020-04-11 01:35:19,"""#Cooperación, #Solidaridad y #Mutualidad Única forma en que seremos capaces de superar este desafío"" @Grupo_Coomeva   👉🌐 https://t.co/G7sjr9SPmF vía @IndisolCol  ¿Apoyo con difusión? 📞Contáctenos📲 322 921 0530  #Tecnología #Elearning #Covid_19 #QuedateEnCasa @Ecosolidario1",0,,1098
12032,@Pipo9589,BOGOTA,2020-04-11 01:35:20,"Colombia, país en el que ni una pandemia impide que los políticos roben.",0,,98
12055,@_VisaG_JDaBeat_,BOGOTA,2020-04-11 01:35:20,"Listo el infame decreto Robin Hood al reves, se van a gastar los recursos públicos, entre ellos los de las Alcaldías destinados a atender la pandemia para salvar los bancos y grandes empresas del pobrecito de Luis Carlos Samiento. ¡Eso si es ponerle el alma!",0,,0
12111,@tecsolss,BOGOTA,2020-04-11 01:35:21,"Cuarentena Duque va hasta 27 abril, estudiantes, niños, jóvenes y adultos septuagenarios hasta 31 mayo  👉🗞 https://t.co/2qX2QIp9tk  @Ecosolidario1 @IndisolCol  ¿Apoyo con difusión? 📞Contáctenos📲322 921 0530  #SomosCoop #QuedateEnLaCasa #Educación #GestiónSocial #QuedateEnCasa https://t.co/tGZKf8XMqr",0,,1098
12149,@Isaac_joss,BARRANQUILLA,2020-04-11 01:35:22,Cómo que luego de la cuarentena debería tirarme un viajecito a Brasil. 🤤🤤🤤🤤,0,,662
12161,@johncuervo,MEDELLIN,2020-04-11 01:35:22,"Trump ha lanzado en los últimos días una ofensiva contra la @opsoms de la que Estados Unidos es el mayor contribuyente, acusando a la organización de actuar con un sesgo pro-China durante la pandemia. https://t.co/tsQDQzLcgN",0,,191
12215,@RealRicardoMora,PEREIRA,2020-04-11 01:35:24,"Gente en Bello que le pone el alma como Bancolombia, amenizando el viernes Santo mi gente, ""para que lo sentan"" y con el permiso de la autoridades de la ciudad, como debe ser HP",0,,327
12311,@SneyderAlvarez6,BARRANQUILLA,2020-04-11 01:35:26,Cuando salga de nuevo a la calle despues de esta Cuarentena 🙈🙈🙈 https://t.co/dj81K7l1xv,0,,74
12349,@jufenu2007,IBAGUE,2020-04-11 01:35:26,en mi cuarentena https://t.co/yyIo1d74Db,0,,171
12398,@TatianaSvMrPvRk,CALI,2020-04-11 01:35:27,@Michaelronda @karolsevilla @_ruggero @VaLuZenere @caro_kopelioff @jorgelopez_as  hoy me puse a ver los videos de @DisneyChannelLA del the journey y lloré mucho recordando todo eso😫😫😫,0,,489
12427,@laverga_ra09,COLOMBIA,2020-04-11 01:35:28,🤐 https://t.co/8YkJnZsdWj,0,,193
12431,@Madame_Kaiser,MEDELLIN,2020-04-11 01:35:28,Nuevo? HAHHAHAHAHA,0,,871
12440,@andreseduaceve1,BOGOTA,2020-04-11 01:35:28,@Caldense_77 hola,0,,493
12476,@moralesmunera,MEDELLIN,2020-04-11 01:35:29,Esta cuarentena me volvió el papá de: “en la casa la hago yo y queda más rica”,0,,382
12530,@cesartulio,BOGOTA,2020-04-11 01:35:30,"Si se pudo lo menos, ponerle impuesto a los altos salarios públicos, por que no se hace lo más: impuesto a los patrimonios netos de más de 5 mil millones  Si solo lo primero, no es más que para despertar aplausos, si además, se hace lo segundo: financia la lucha contra el virus",0,,451
12545,@ElNegro49969484,COLOMBIA,2020-04-11 01:35:30,@Leidyliberal201 Linda mi amor,0,,16
12567,@roespa1969,TUNJA,2020-04-11 01:35:31,"Cerca a Wall Street se construye una fosa común. El desastre más grande del mundo frente al Covid19, sucede hoy en Nueva York.   Es el desastre del capitalismo depredador, el desastre de la destrucción de salud pública, del derecho de la gente por la codicia y los mercados.",0,,589
12589,@Melissamy181312,BARRANQUILLA,2020-04-11 01:35:31,"Cual es la enamoradera que les cae en cuarentena, nombe no.",0,,107
12601,@CrissVinos,COLOMBIA,2020-04-11 01:35:31,"Disfrutando el viernes en casa, con un excelente vino de bodegavinasantamarina @vinasantamarina de #extremadura #españa #meridaespaña #syrah #cabernetsauvignon especial para acompañar platos mediterráneos 🍷🍷🍷  . 🥘 Y… https://t.co/oqrXjxyCsP",0,"{'type': 'Point', 'coordinates': [-74.0794, 4.5997]}",130
12611,@CadenaTefa20,COLOMBIA,2020-04-11 01:35:31,Y que puedo hablar con quien yo quiera sin estar mortificándome por nada 🥰,0,,100
12628,@DrummerPalacio,MONTERIA,2020-04-11 01:35:32,"Si solo te quiere porque lo que tienes, déjala ir no vale la pena",0,,16
12703,@paulodeta,COLOMBIA,2020-04-11 01:35:33,"Soy covid 19 positivo, me tomé el examen nuevamente porque ayer cumplía mi cuarentena de 14 días desde que me tomé mi primer examen y sigo estando positiva. 19 días después de que empecé con los sintomas. Este virus dura más de lo que se cree, cuidense mucho porfavor! 🙏🏽",0,,4800
12734,@aceropedro,CUCUTA,2020-04-11 01:35:34,"Recuerda la importancia del lavado de manos, esto nos ayuda a combatir enfermedades y la propagación de virus en nuestro entorno.   Una campaña del Despacho del Gobernador y la Gestora Social de Norte de Santander, con apoyo de la Corporación Juego y Niñez y la...👇👇👇 https://t.co/bzHFFBHxMZ",0,,48
12759,@RojasCoripati,VALLE,2020-04-11 01:35:34,"@JorgeIvanOspina @Yon_Romas Tienen su propio argumento, para no acatar decisoones,,,,",0,,464
12807,@juanfelipews,PASTO,2020-04-11 01:35:35,Esta cuarentena a servido para darme cuenta que mis papás son más adictos a el celular que yo. 🙄 ( ahora aplicaré sólo pegado de ese fasebul),0,,692
12839,@RobinsonLopezA,MEDELLIN,2020-04-11 01:35:36,"#FuerzaPetro con  Petro tengo mis diferencias, sin embargo admiró el coraje y gallardía que ha tenido siempre para luchar. Nada lo ha hecho declinar y ahora solo deseo que salga triunfante de esa enfermedad 💪.",0,,219
12919,@yimyMejiaBaez,BOGOTA,2020-04-11 01:35:38,"Han sido semanas duras, nuestro agradecimiento es por levantar a este país en medio de esta pandemia. ¡Toda Colombia está con ustedes! 👨🏻‍🔬👩🏻‍⚕️ Hoy desde el Hospital Universitario San José 🏥 https://t.co/zVxW1EfLt1",0,,1066
13016,@_andreag8,GUAJIRA,2020-04-11 01:35:40,Y me quejo porque no me salen,0,,132
13057,@Melissamy181312,BARRANQUILLA,2020-04-11 01:35:40,Jajajajajajajajajaja,0,,107
13076,@ShockCo,COLOMBIA,2020-04-11 01:35:41,"#GuíaShockParaNoSalirDeCasa Al final de 'Contagio', los protagonistas logran crear una vacuna, pero nos recuerdan que todo ese horror comenzó por un árbol talado y una persona que no se lavó las manos. https://t.co/rimBfAfBXG",0,,213799
13085,@GabrielNarvaezV,SINCELEJO,2020-04-11 01:35:41,Este video fue grabado en plena cuarentena en Bello Antioquia.  Rompen confinamiento para enterrar traquetos en medio de grandes desfiles y también para afinar su puntería.  @petrogustavo @GustavoBolivar @PoliciaColombia @FiscaliaCol https://t.co/YO4UJ9FV17,0,,4321
13226,@FelixToro20,BOGOTA,2020-04-11 01:35:44,"Cosas que pasan cuando los ""Heteros"" Trabajan en casa durante la cuarentena... MAS EN @DickCuck https://t.co/hwVzwuC9Bk",0,,57
13257,@MichaelATC,POPAYAN,2020-04-11 01:35:44,"Nostalgia,  Gracias a Dios los tengo con vida https://t.co/JOJvG8ISbL",0,,826
13287,@johannvargasb,NEIVA,2020-04-11 01:35:45,"@rcnradio @amparopelaez Efecto colateral de la pandemia, ahora la democracia @SenadoGovCo también enferma. Sin Congreso no hay pesos y contra pesos.  No puedo creer que no encuentren alternativas funcionales. @IvanDuque y su marcado interés por alejar al Congreso de su estado de emergencia.",0,,277
13338,@aceropedro,CUCUTA,2020-04-11 01:35:46,"Los servicios esenciales pueden salvar vidas. Desde @AlcaldiaCucuta fortalecemos  mecanismos de respuesta a la violencia de género y hemos hecho campaña de prevención #COVID19 con mujeres y madres cabeza de hogar en Palmarito, Agua Clara y San Faustino, zona rural. https://t.co/rBtNWNublH",0,,48
13344,@HernandoCortesL,BOGOTA,2020-04-11 01:35:46,"400 UCI es el plan de la gobernación y el distrito para enfrentar la pandemia.   Trabajo conjunto: gobernación, alcaldía, EPS, HUC, Súper Salud, sector privado y congresistas para preparar a Cartagena y Bolívar contra el Coronavirus. https://t.co/XN6VFLvuC9",0,,723
13351,@gdjorgee22,BOGOTA,2020-04-11 01:35:46,@echeverry_sol @0000osd petrogustavo esto es un libreto de @GustavoBolivar ????? les pasa como el cuento del pastorcito mentiroso.......,0,,2019
13484,@kelita111,COLOMBIA,2020-04-11 01:35:49,"¡Ayyyy ven hay una araña muy grande! No es para tanto... Esa no, ¡ESA! #tarantulagoliat #araña #YoMeQuedoEnCasa #COVID19 #coronavirus https://t.co/TMecWhVJdr",0,,151
13505,@Yeco2017,MEDELLIN,2020-04-11 01:35:49,https://t.co/qB4azluxKl,0,,3120
13564,@xabiercel,GUAMAL,2020-04-11 01:35:50,Cuenta originales full HD. WhatsApp 3204941868 #quedateencasa https://t.co/4GXnZWPCFB,0,,87
13659,@GeraldineTelloL,BOGOTA,2020-04-11 01:35:52,@pxrrxcxlx Liches de frutos rojos y ositos de goma.,0,,158
13671,@pablogonzale11,BARRANQUILLA,2020-04-11 01:35:52,Tratando d salir en esta  4️⃣0️⃣tena.... #NoSalgasHP #QuedateEnCasa  #ViernesSanto  #ViernesDeGanarSeguidores  Vamos a cuidarnos! Un abrazo de GOL https://t.co/CRwW0ZQ98Q,0,,1733
13690,@Capetok_,BOGOTA,2020-04-11 01:35:53,"Este man me cae muy bien, gran corazón.",0,,98
13721,@joqui___,MEDELLIN,2020-04-11 01:35:54,@Dabitch71 Yo si creo 🥺🤦🏼‍♂️,0,,11742
13836,@Herman_Cadena,BOGOTA,2020-04-11 01:35:56,"@HernnAguirre6 Ay Dios!!, que gente tan estúpida. Se sienten valientes con un arma y disparando.  Esa es la naturaleza de los bandidos!!",0,,3928
13838,@juanluisdhz,BARRANQUILLA,2020-04-11 01:35:56,Ya me veo destapando la primera cerveza después de la cuarentena.,0,,1412
13855,@CamiloDiaz_BPR,BOGOTA,2020-04-11 01:35:56,JAJAJAJAJAJJJAJAJAJAJAJAJJAJAJAJJAJAJAJAJAJAJAJAJAJAJAJAJJAJAJAJAAJAJAJAJAJJAJAAJA PAÍS HIJUEPUTA,0,,303
13865,@Miguelvergara36,COLOMBIA,2020-04-11 01:35:57,Quiero saber cuántos de mis seguidores de verdad me están deseando en esta cuarentena....😈  Si te gustaría tenerme así dale RT. 🍑                                                  Solo #RT https://t.co/rFzdaLbQ7Y,0,,379
13874,@SoyDeyner,RIOHACHA,2020-04-11 01:35:57,Jajajajajaj almighty es el mejor 😂,0,,188
13880,@Wilmarbarreram,CALI,2020-04-11 01:35:57,"@LaFonoaudioloca Por pura cuarentena, lo voy a intentar!!",0,,3508
13936,@Evelyn_dzg,COLOMBIA,2020-04-11 01:35:58,Yo pensaba que esta cuarentena me tenía jodío pero Ozuna ya se parece a mi profesor de Humanidades. https://t.co/zW4DvaCYGh,0,,21
13993,@freysantamaria,TUNJA,2020-04-11 01:35:59,ÚLTIMA HORA  Trump firma un decreto que permite sancionar a países que se nieguen o retrasen en la repatriación de sus ciudadanos desde EE.UU. durante la pandemia https://t.co/jLg9u0HZjA https://t.co/Prf6FBSMo3,0,,606
14025,@Tettoplata,COLOMBIA,2020-04-11 01:36:00,Estoy viendo parejas peligrosas con mi mamá. Como has quedado Nestorsito. 😂,0,,90
14096,@Jaime_campov,SANTA,2020-04-11 01:36:01,Todos cuando se acabe la cuarentena,0,,51
14115,@CamillitoNew,BOGOTA,2020-04-11 01:36:01,"El coronavirus podría viajar hasta 4 metros de un paciente, según estudio en Wuhan #VocesYSonidos → https://t.co/TWneXGn8qy https://t.co/pnYSboZwzp",0,,62
14117,@hamilcas83,COLOMBIA,2020-04-11 01:36:01,@nosoyjoselito_ A mis 36 en plena cuarentena,0,,158
14170,@ednomo,ANTIOQUIA,2020-04-11 01:36:02,@ghitis Yo diría que el virus que ataca Bogota es el CORONamos.!!,0,,1015
14208,@johnfgonzalezt,BOGOTA,2020-04-11 01:36:03,La OMS destruye las falsas noticias sobre Venezuela en un solo cuadro. Atención farsantes de la Derecha: TEST COVID19 /9Abr. 🇻🇪Venezuela ha realizado el doble de las pruebas de Brasil y Chile. Tres veces más que Perú Cuatro veces más que Colombia  Siete veces más que Ecuador https://t.co/BwM7JXwUNd,0,,227
14320,@andreaultengo,BOGOTA,2020-04-11 01:36:06,@_El__Patriota_ Y se hace llamar El Patriota?,0,,80
14405,@Lizethzuluaga9,MONTERIA,2020-04-11 01:36:07,H O R R I B L E E E,0,,290
14435,@TeenIdleMoon,BOGOTA,2020-04-11 01:36:08,"Viví una pandemia antes que una relación estable, me encanta.",0,,1055
14468,@mokina0,COLOMBIA,2020-04-11 01:36:08,He valorado irlandés (2019) - 7/10 #IMDb - https://t.co/DQcKYJkLGV,0,,56
14503,@comprension28,BOGOTA,2020-04-11 01:36:09,Que feo es extrañar los brazos de alguien,0,,852
14531,@Antonio_morboso,BOGOTA,2020-04-11 01:36:10,"@calypsorock Me prometí conseguir un mejor trabajo después de la cuarentena, uno en el que me sienta mejor 🤗",0,,297
14578,@_ClauAndrea,BOGOTA,2020-04-11 01:36:11,"Soy covid 19 positivo, me tomé el examen nuevamente porque ayer cumplía mi cuarentena de 14 días desde que me tomé mi primer examen y sigo estando positiva. 19 días después de que empecé con los sintomas. Este virus dura más de lo que se cree, cuidense mucho porfavor! 🙏🏽",0,,425
14636,@LuzRoCorredor,BOGOTA,2020-04-11 01:36:12,"En tiempo de cuarentena tengo tiempo para elaborar Recursos Educativos Digitales. Aquí una infografía de la Secuencia Didáctica, la cual irá acompañada de un podcast donde se amplía la explicación. https://t.co/OUootySJF4",0,,5524
14671,@CamillitoNew,BOGOTA,2020-04-11 01:36:13,Noticias RCN recorrió varios puntos de Bogotá y evidenció las estrategias que muchos utilizan para burlar las autoridades y violar la cuarentena https://t.co/4305AdA21G,0,,62
14715,@juantdec,COLOMBIA,2020-04-11 01:36:14,"Videojuegos, series, libros y más: las recomendaciones de los editores de Andro4all para la cuarentena https://t.co/6n9a9ME8AC",0,,21
14738,@cristianbgt,COLOMBIA,2020-04-11 01:36:14,"To help us get an better understanding of how much #COVID19 has spread undetected in the US, #NIH will study ~10K volunteers without a confirmed history of infection to see if they have SARS-CoV-2 antibodies in their system, indicating prior infection https://t.co/QWVzkJiVfn",0,,47
14760,@Mateoelhombre,MEDELLIN,2020-04-11 01:36:15,@Jose72410614 Uff no me digas eso ome que estoy en cuarentena.,0,,778
14788,@ElDocTrauma,BARRANQUILLA,2020-04-11 01:36:15,Primer caso probable de embarazada #Covid19 en Hospital Niño Jesús. #QuedateEnCasa,0,,33
14997,@andorayando,TUNJA,2020-04-11 01:36:19,11-12,0,,751
